CUST_ID,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV,DRIVER_LICENSE
"10529","Mitzi Arriaga       ","4194 Austin Avenue",,,"Cambridge","MA","US","02142","0000","Mitzi.E.Arriaga@mailinator.com","510-277-2610",5869.40,"SW142 ","UK","AT803148B","4111260000000990","VISA","0409","4715",
"10530","Jeff Miller         ","1944 Cemetery Street",,,"Camden","NJ","US","08102","0000","Jeff.C.Miller@dodgeit.com","507-288-5026",6101.00,"SW406 ","U.S.","398270002","370000016970321","American Express","0417","357",
"10532","Kim Williams        ","3346 Cost Avenue",,,"Camden","NJ","US","08102","0000","Kim.C.Williams@pookmail.com","325-338-7829",304.00,"NC163 ","ES","5094233D","3088880000000996","JCB","0112","5078",
"10531","Carli Haynes        ","1215 Layman Avenue",,,"Camden","NJ","US","08104","0000","Carli.J.Haynes@dodgeit.com","973-204-9450",290.48,"WE157 ","ES","X3165202B","370000065689897","American Express","1117","5574",
"10533","Burl Fullmer        ","477 Conaway Street",,,"Camden","NJ","US","08104","0000","Burl.R.Fullmer@dodgeit.com","580-635-6199",492.00,"SC391 ","CA","563453216","370000025937782","American Express","0116","3653",
"10534","James Donahoe       ","3255 Concord Street",,,"Camden","NJ","US","08102","0000","James.B.Donahoe@spambob.com","512-627-5859",6101.00,"NC358 ","IT","UOICAI86C58B808X","6011610000000802","Discover","0412","4873",
"10535","Amber Ingle         ","1291 Bell Street",,,"Camden","NJ","US","08102","0000","Amber.J.Ingle@pookmail.com","610-678-5366",290.48,"SC262 ","IT","WUUJGJ26L06L924I","370000032260590","American Express","0511","1787",
"10538","Tonja Harris        ","4099 Weekley Street",,,"Cameron Corner","NSW","AU","2880","0000","Tonja.M.Harris@spambob.com","(02) 6116 6954",0.00,"NW244 ","FR","172125154265154","4111430000001005","VISA","0715","7127",
"10539","Christopher Kirk    ","3768 Anmoore Road",,,"Camino","CE","IT","81040","0000","Christopher.A.Kirk@pookmail.com","0366 3086040",0.00,"SW409 ","ES","6282209N","4111060000001018","VISA","0316","4185",
"10540","Lorenzo Ouellette   ","4657 Front Street",,,"Campagnano Di Roma","RM","IT","00063","0000","Lorenzo.P.Ouellette@trashymail.com","0351 0302813",863.90,"SW412 ","ES","8869704F","370000054300456","American Express","1114","4000",
"10541","Toni Barela         ","1681 Williams Mine Road",,,"Campagnola","CE","IT","81035","0000","Toni.D.Barela@dodgeit.com","0313 7836113",486.00,"RP121 ","IT","PTCBQV07P25A573E","4111960000001027","VISA","0409","2793",
"10542","Billy Mcdowell      ","2546 Benson Park Drive",,,"Campbelltown","NSW","AU","2560","0000","Billy.M.Mcdowell@spambob.com","(02) 9003 0193",904.86,"NE103 ","U.S.","363330001","370000001118753","American Express","0308","560",
"10543","Kay Fauver          ","2932 Despard Street",,,"Campello Sul Clitunno","PG","IT","06042","0000","Kay.R.Fauver@trashymail.com","0382 7527732",673.00,"SC199 ","IT","EXXYCO23R26B670B","30000000032932","Diners Club","0411","6551",
"10544","Jessica Jackson     ","4744 Wescam Court",,,"Campiglia Marittima","LI","IT","57021","0000","Jessica.A.Jackson@pookmail.com","0367 5729144",5869.40,"SC262 ","IT","VSPUAE13R41B955H","3088310000001000","JCB","0909","7379",
"10545","Anthony Enger       ","4307 Holly Street",,,"Campill","BZ","IT","39030","0000","Anthony.O.Enger@dodgeit.com","0395 5932507",352.00,"NC166 ","IT","PNSOUX93M56B144B","4111440000001038","VISA","0308","5801",
"10546","Patrick Crain       ","3358 Blane Street",,,"Campo Di Carne","LT","IT","04011","0000","Patrick.D.Crain@spambob.com","0360 9166262",863.90,"WE151 ","FR","705083616637593","370000046131258","American Express","0512","8129",
"10547","Leon Stroble        ","4618 Jim Rosa Lane",,,"Campo Di Pietra Di Salgareda","TV","IT","31040","0000","Leon.J.Stroble@pookmail.com","0391 0561900",5869.40,"NE307 ","IT","TWTCIX85L50A826I","370000007510474","American Express","0716","1600",
"10548","Pierre Tozier       ","3127 Round Table Drive",,,"Campo Real",,"ES","28510","0000","Pierre.M.Tozier@spambob.com","91-102-2394",52.00,"SW217 ","IT","FTGVAI82M24F493B","3088110000001012","JCB","0212","5105",
"10549","Michael Sharp       ","3049 Glendale Avenue",,,"Campo Tizzoro","PT","IT","51023","0000","Michael.A.Sharp@mailinator.com","0314 1808414",52.00,"SE208 ","FR","831030507635317","30000006086734","Diners Club","0215","8729",
"10551","Paul Lambert        ","169 Rose Street",,,"Campodenno","TN","IT","38010","0000","Paul.P.Lambert@spambob.com","0388 6170778",486.00,"NE172 ","IT","GOXMGC39M57E229P","370000047745387","American Express","0616","3131",
"10552","Dorothy Broadwell   ","1889 Abia Martin Drive",,,"Campoli Di Caulonia","RC","IT","89041","0000","Dorothy.E.Broadwell@pookmail.com","0360 6634482",505.00,"NW247 ","UK","NS841654B","30000002306367","Diners Club","1116","3132",
"10554","Evelyn Sullivan     ","3919 Milford Street",,,"Canelli Recapito Gancia","AT","IT","14053","0000","Evelyn.B.Sullivan@trashymail.com","0324 5413753",5000.90,"WE157 ","IT","FYOTXH22E48F998K","30000006353142","Diners Club","1011","4777",
"10555","Ruby Mckinney       ","4417 Ashford Drive",,,"Cannara","PG","IT","06033","0000","Ruby.J.Mckinney@trashymail.com","0398 0357740",152.00,"WE286 ","IT","LCPNKJ86A14I855K","6011620000000827","Discover","0615","100",
"10556","Ulysses Dejesus     ","3847 Peaceful Lane",,,"Canoona","QLD","AU","4702","0000","Ulysses.J.Dejesus@pookmail.com","(02) 6249 9652",3780.51,"SE136 ","U.S.","393270001","30000000205652","Diners Club","0514","8853",
"10557","Eddie Toth          ","278 Stanley Avenue",,,"Cantoniera Della Presolana","BG","IT","24020","0000","Eddie.B.Toth@mailinator.com","0378 3785191",152.00,"NC169 ","ES","3900310Q","370000057431316","American Express","0910","6688",
"10558","Anthony Malcolm     ","879 Margaret Street",,,"Cape Conran","VIC","AU","3888","0000","Anthony.J.Malcolm@pookmail.com","(07) 5314 8932",0.00,"SE139 ","U.S.","420590001","370000046951325","American Express","0616","6987",
"10559","Gertrude David      ","4166 Hart Ridge Road",,,"Cape Coral","FL","US","33904","0000","Gertrude.K.David@spambob.com","212-626-9628",1782.03,"SW274 ","U.S.","022868202","4111770000001053","VISA","0814","3336",
"10560","Steven Ramsay       ","1186 Cantebury Drive",,,"Capella","QLD","AU","4723","0000","Steven.M.Ramsay@dodgeit.com","(02) 6145 1358",298.83,"NE109 ","IT","ZMTPQO65H55C865X","370000064628565","American Express","0709","8081",
"10561","Adam Bryan          ","1849 Dogwood Road",,,"Capezzano","SA","IT","84080","0000","Adam.I.Bryan@pookmail.com","0375 5490530",1782.03,"NE175 ","UK","KS257248B","4111450000001060","VISA","0614","4885",
"10562","Juan Ball           ","524 Clarence Court",,,"Capezzano Monte","LU","IT","55045","0000","Juan.C.Ball@dodgeit.com","0326 4489418",6000.28,"WE223 ","U.S.","396270001","370000036389833","American Express","0614","2971",
"10564","John Barron         ","2113 Crummit Lane",,,"Capiago Intimiano","CO","IT","22070","0000","John.S.Barron@spambob.com","0387 7479273",853.30,"SE403 ","IT","NYWMXZ55S16G238Z","4111810000001073","VISA","0309","3248",
"10565","Rachel Monson       ","3263 Oak Avenue",,,"Capitol Heights","MD","US","20027","0000","Rachel.A.Monson@mailinator.com","806-331-6039",673.00,"SE205 ","CA","714302254","370000069675462","American Express","0613","5626",
"10566","Cortney Barrera     ","120 Stuart Street",,,"Capizzone","BG","IT","24030","0000","Cortney.D.Barrera@trashymail.com","0397 9268809",6101.00,"WE415 ","IT","PPTDCJ59E62D383M","6011000416597700","Discover","1217","4114",
"10567","Alice Sheckler      ","3533 Essex Court",,,"Capo D'Orlando","ME","IT","98071","0000","Alice.N.Sheckler@mailinator.com","0367 3186842",6000.28,"SC127 ","FR","157126265517107","5500000100926900","Master Card","0110","5105",
"10569","Linda Carter        ","529 Johnson Street",,,"Capostrada","PT","IT","51033","0000","Linda.L.Carter@dodgeit.com","0329 1301869",568.30,"SC127 ","FR","205122617165058","5500410000000146","Master Card","0511","7949",
"10570","Loretta David       ","1575 Logan Lane",,,"Capriano Del Colle","BS","IT","25020","0000","Loretta.J.David@spambob.com","0350 9549135",290.48,"SW277 ","IT","OEUNAX40E50D383N","3088610000001037","JCB","0410","150",
"10572","Frederick Montero   ","715 Frosty Lane",,,"Caprile","BI","IT","13864","0000","Frederick.S.Montero@trashymail.com","0395 4482246",853.30,"SW214 ","IT","SEIPBA08H66I622X","3088160000001041","JCB","1113","6045",
"10574","Anthony Brandon     ","4228 Hickory Street",,,"Capriva Del Friuli","GO","IT","34070","0000","Anthony.V.Brandon@spambob.com","0370 8956263",352.00,"WE286 ","CA","675991293","370000062515020","American Express","0410","3857",
"10575","Kenny Jordan        ","2574 Lauren Drive",,,"Capron","VA","US","23829","0000","Kenny.M.Jordan@mailinator.com","804-418-1956",304.00,"SE136 ","IT","KDVMQT04E44H014T","4111160000001099","VISA","1110","7588",
"10576","Krista Velez        ","3731 Marigold Lane",,,"Caravita","NA","IT","80040","0000","Krista.S.Velez@mailinator.com","0350 2747307",52.00,"NW118 ","IT","TRXSEO56B23F930Z","4111080000001107","VISA","0810","2994",
"10577","Emily Lopez         ","2796 Brown Street",,,"Carbondale","IL","US","62901","0000","Emily.J.Lopez@dodgeit.com","202-315-2212",904.86,"RP190 ","UK","RS924013D","370000062718889","American Express","0616","5142",
"10579","Ada Person          ","1136 Star Route",,,"Carboneros",,"ES","23211","0000","Ada.J.Person@pookmail.com","91-345-2149",505.00,"SW343 ","ES","6227422B","30000001219306","Diners Club","1113","1768",
"10581","Clair Edwards       ","1287 Emeral Dreams Drive",,,"Cardeto","RC","IT","89060","0000","Clair.B.Edwards@spambob.com","0363 5645506",486.00,"NW181 ","CA","263953903","30000006390235","Diners Club","0114","869",
"10582","William Anthony     ","4515 Andy Street",,,"Caria","VV","IT","89862","0000","William.C.Anthony@spambob.com","0342 3415360",0.00,"NW310 ","IT","JRTDFX96A65L942X","4111420000001113","VISA","1013","3354",
"10596","Jennifer Hobbs      ","1372 Irving Road",,,"Carrara","MS","IT","54033","0000","Jennifer.G.Hobbs@dodgeit.com","0343 2026546",52.00,"NE301 ","CA","786090530","3088370000001053","JCB","1010","1700",
"10584","Perry Wilson        ","2139 Morgan Street",,,"Carlino","UD","IT","33050","0000","Perry.G.Wilson@trashymail.com","0368 3292855",9095.04,"NW316 ","FR","119036824822344","6011900000000849","Discover","0416","9084",
"10585","Graciela King       ","4568 Fantages Way",,,"Carlsbad","CA","US","92009","0000","Graciela.H.King@mailinator.com","505-264-8399",6101.00,"SC388 ","U.S.","052960004","30000002693640","Diners Club","0717","1309",
"10586","Maria Shiver        ","2306 Hewes Avenue",,,"Carlsbad","TX","US","76934","0000","Maria.M.Shiver@dodgeit.com","859-916-7229",0.00,"RP385 ","IT","XMATIX52R18E415N","3088020000001062","JCB","1111","5068",
"10587","Steven Webster      ","1703 Vine Street",,,"Carlsbad","TX","US","76934","0000","Steven.A.Webster@trashymail.com","631-947-1618",90.30,"NW316 ","UK","YA369970C","6011000518750520","Discover","0610","2829",
"10588","Florence Boyd       ","3875 Olen Thomas Drive",,,"Carlsbad","CA","US","92009","0000","Florence.C.Boyd@pookmail.com","619-563-1958",290.48,"NW316 ","U.S.","230990004","370000001398686","American Express","0113","2072",
"10589","Sarah Velez         ","510 Harvest Lane",,,"Carlsbad","CA","US","92009","0000","Sarah.W.Velez@dodgeit.com","619-260-2952",863.90,"NE178 ","FR","766050611656153","30000000233407","Diners Club","1012","2965",
"10590","Paul Wager          ","1371 Jones Street",,,"Carlyle","VIC","AU","3685","0000","Paul.D.Wager@pookmail.com","(02) 4746 9552",180.30,"WE154 ","CA","515086163","6011480000000859","Discover","0412","7873",
"10591","Lorenzo Page        ","3394 Plainfield Avenue",,,"Carmignano","PO","IT","59015","0000","Lorenzo.J.Page@pookmail.com","0382 9265151",5320.86,"NE103 ","IT","TIUKHL58T07C482W","6011000082860770","Discover","1016","5962",
"10592","John Ibarra         ","3887 Confederate Drive",,,"Carnegie","PA","US","15106","0000","John.A.Ibarra@spambob.com","512-707-1769",352.00,"SC256 ","FR","211065939943806","3088430000001071","JCB","1211","2784",
"10593","Willie Swan         ","4947 Cameron Road",,,"Carovilli","IS","IT","86083","0000","Willie.D.Swan@spambob.com","0340 3555550",304.00,"WE223 ","IT","PPETLI96D43I582H","370000056492640","American Express","0517","3536",
"12125","Judy Morris         ","3952 Jewell Road",,,"MOSCOW",,"UK","KA4 1BR","0000","Judy.A.Morris@dodgeit.com","078 3704 8933",6101.00,"NC427 ","CA","131778292","4111580000001122","VISA","1213","902",
"10594","Lashon Oconnor      ","3909 Edwards Street",,,"Carpegna","PG","IT","61021","0000","Lashon.D.Oconnor@dodgeit.com","0326 4930185",9095.04,"WE349 ","UK","HH978721B","4111550000001133","VISA","1213","9926",
"10595","Jeanne Ward         ","4963 Woodhill Avenue",,,"Carpi","MO","IT","41012","0000","Jeanne.S.Ward@spambob.com","0363 8596072",5869.40,"SE271 ","IT","QVDFDA14B04F555R","6011550000000867","Discover","0517","4481",
"10667","Emma Stallworth     ","388 Maud Street",,,"Cenon",,"FR","33150","0000","Emma.T.Stallworth@trashymail.com","04.48.06.54.92",0.00,"WE223 ","CA","189469950","3088130000001085","JCB","0909","9952",
"10598","Thomas Usrey        ","3077 Thorn Street",,,"Carrollton","TX","US","75006","0000","Thomas.A.Usrey@mailinator.com","864-246-7788",486.00,"NW247 ","IT","HDCKVZ79P18A069R","6011660000000872","Discover","0512","7358",
"10599","Milton Johnson      ","1831 Fantages Way",,,"Cartersville","GA","US","30120","0000","Milton.B.Johnson@spambob.com","404-720-4912",505.00,"WE151 ","IT","VIAZBH12T29D998M","370000066913932","American Express","0514","9558",
"10600","Edwin Johnson       ","4389 Hiddenview Drive",,,"Cary","NC","US","27513","0000","Edwin.K.Johnson@pookmail.com","217-459-9054",1820.08,"NW118 ","ES","8483413R","4111790000001150","VISA","0710","328",
"10601","George Hughes       ","273 Park Street",,,"Casacanditella","CH","IT","66010","0000","George.Y.Hughes@mailinator.com","0386 2685207",298.83,"WE151 ","FR","132064714093528","370000033232291","American Express","0217","2931",
"10602","Carol Fuchs         ","1190 Hurry Street",,,"Casaferro","NA","IT","80034","0000","Carol.F.Fuchs@mailinator.com","0344 0725847",354.00,"NC160 ","UK","LW048465A","3088000242812930","JCB","0709","1346",
"10603","Joseph Malott       ","3629 Star Route",,,"Casal Velino Marina","SA","IT","84050","0000","Joseph.E.Malott@spambob.com","0381 7509043",0.00,"NE175 ","UK","JZ735176A","4111940000001169","VISA","0512","2186",
"10604","David Hale          ","3117 Glendale Avenue",,,"Casalsigone","CR","IT","26010","0000","David.J.Hale@dodgeit.com","0313 0184598",673.00,"SC328 ","ES","3902978Q","6011290000000886","Discover","0817","6610",
"10605","Kristin Ebner       ","491 Longview Avenue",,,"Case Mezzano","RA","IT","48018","0000","Kristin.D.Ebner@pookmail.com","0380 7610538",180.30,"SC391 ","U.S.","023867901","370000001429390","American Express","0111","2326",
"10606","William Schwartz    ","282 Biddie Lane",,,"Caselle In Pittari","SA","IT","84030","0000","William.L.Schwartz@pookmail.com","0340 6258387",352.00,"SC262 ","CA","327768784","370000012508612","American Express","0513","1788",
"10608","Jennifer Hyatt      ","3512 Johnstown Road",,,"Casignana","RC","IT","89030","0000","Jennifer.W.Hyatt@dodgeit.com","0395 2291056",9095.04,"RP253 ","CA","193922051","3088220000001092","JCB","0814","7643",
"10610","Mark Davis          ","247 Adams Avenue",,,"Casola","MO","IT","41045","0000","Mark.X.Davis@dodgeit.com","0319 1512429",6000.28,"NE109 ","IT","KQUXCB67P16D575K","6011710000000909","Discover","1008","6382",
"10611","Janice Carrico      ","861 Hilltop Haven Drive",,,"Casperia","RI","IT","02041","0000","Janice.S.Carrico@pookmail.com","0397 1184273",0.00,"NE307 ","U.S.","022868178","3088670000001106","JCB","0910","9492",
"10612","Rosita Wimmer       ","1918 Farland Street",,,"Cassano D'Adda","MI","IT","20062","0000","Rosita.E.Wimmer@trashymail.com","0361 1455334",6000.28,"NW181 ","UK","NH313152C","4111350000001179","VISA","1112","3316",
"10613","Charles Andersen    ","1184 Gregory Lane",,,"Cassano Magnago","VA","IT","21012","0000","Charles.K.Andersen@trashymail.com","0357 0372712",6101.00,"SC193 ","IT","SLNLLM43M11D937P","6011460000000919","Discover","0317","158",
"10614","Nancy Kelley        ","2509 Morris Street",,,"Cassone","VR","IT","37018","0000","Nancy.R.Kelley@pookmail.com","0337 3206257",6000.28,"SC391 ","U.S.","433590001","3088800000001117","JCB","0511","3135",
"10616","Stephanie Donovan   ","694 Short Street",,,"Castagnole Lanze","AT","IT","14054","0000","Stephanie.M.Donovan@dodgeit.com","0384 7663773",568.30,"WE157 ","UK","HT166562D","370000010767392","American Express","0413","2527",
"10618","Jayson Gaddy        ","607 Wood Duck Drive",,,"Castel Del Rio","BO","IT","40022","0000","Jayson.A.Gaddy@spambob.com","0339 4828975",290.48,"NC298 ","CA","055873715","30000003507211","Diners Club","1014","6561",
"10676","Horace Muse         ","1810 Modoc Alley",,,"Cerralbo",,"ES","37291","0000","Horace.V.Muse@trashymail.com","91-271-2735",952.00,"SE136 ","U.S.","398270001","4111960000001183","VISA","0510","7132",
"10619","Robert Mcburney     ","2792 Morningview Lane",,,"Castel Di Tusa","ME","IT","98070","0000","Robert.L.Mcburney@spambob.com","0370 7715148",5320.86,"NC364 ","CA","671961233","370000004282382","American Express","0609","9293",
"10620","Patricia Foreman    ","2405 O Conner Street",,,"Castel Rigone","PG","IT","06060","0000","Patricia.J.Foreman@trashymail.com","0389 9468293",354.00,"WE352 ","ES","X4261978D","3088190000001139","JCB","0415","3265",
"10621","Alma Laux           ","4527 Counts Lane",,,"Castel San Lorenzo","SA","IT","84049","0000","Alma.R.Laux@spambob.com","0394 0428398",1820.08,"SW277 ","ES","2814613B","4111320000001198","VISA","0313","456",
"10622","Denise Scannell     ","361 Leroy Lane",,,"Castelbello Ciardes","BZ","IT","39020","0000","Denise.R.Scannell@mailinator.com","0311 2824756",863.90,"SW346 ","UK","RA230585C","3088790000001144","JCB","0916","7548",
"10624","Angela Cheesman     ","4821 Roguski Road",,,"Castelldefels",,"ES","08860","0000","Angela.D.Cheesman@trashymail.com","91-345-2132",5231.00,"SC394 ","CA","482575156","4111860000001219","VISA","0913","8161",
"10625","Donald Hopp         ","2755 Circle Drive",,,"Castelletto Monferrato","AL","IT","15040","0000","Donald.A.Hopp@spambob.com","0341 6349920",904.86,"WE154 ","CA","427386289","370000033741218","American Express","0115","7028",
"10627","Lois Gosney         ","3667 Whitetail Lane",,,"Castelli Calepio","BG","IT","24060","0000","Lois.F.Gosney@mailinator.com","0329 3627454",304.00,"SC394 ","IT","EEIJST59L12G583I","4111010000001229","VISA","0211","9492",
"10628","Catherine Valenzuela","2547 Brownton Road",,,"Castellina In Chianti","SI","IT","53011","0000","Catherine.A.Valenzuela@dodgeit.com","0321 5635265",904.86,"SC130 ","IT","MGAAUX00B42I449M","4111000000001238","VISA","0712","5965",
"10629","Roger Valentin      ","2887 Wilmar Farm Road",,,"Castellina Marittima","PI","IT","56040","0000","Roger.L.Valentin@trashymail.com","0368 1028223",90.30,"RP319 ","IT","NIICVF61C04D184K","370000067451916","American Express","1109","6107",
"10630","Velma Dickson       ","488 Crummit Lane",,,"Castellinaldo","CN","IT","12050","0000","Velma.D.Dickson@trashymail.com","0395 0074775",568.30,"NC100 ","CA","140164641","4111550000001240","VISA","1211","9665",
"10631","Mercedes Wightman   ","1236 College Avenue",,,"Castellinaldo","CN","IT","12050","0000","Mercedes.F.Wightman@pookmail.com","0312 8651383",486.00,"WE421 ","ES","8939541Q","30000001096993","Diners Club","1016","1127",
"10632","Kenneth Taylor      ","2985 Post Avenue",,,"Castellnovo",,"ES","12413","0000","Kenneth.L.Taylor@mailinator.com","91-103-1860",853.30,"SW280 ","CA","528012404","4111210000001258","VISA","0317","5729",
"10633","Raymond Hammond     ","557 Ashton Lane",,,"Castello D'Agogna","PV","IT","27030","0000","Raymond.E.Hammond@trashymail.com","0340 2578918",0.00,"SW409 ","CA","127687812","4111170000001262","VISA","1211","9135",
"10634","Peggie Watkins      ","2956 Froe Street",,,"Castelluccio Valmaggiore","FG","IT","71020","0000","Peggie.K.Watkins@mailinator.com","0376 6507607",354.00,"NW379 ","U.S.","050960002","3088500000001154","JCB","0615","6561",
"10635","Jack Wittman        ","322 Wood Duck Drive",,,"Castelnovo Del Friuli","PN","IT","33090","0000","Jack.S.Wittman@pookmail.com","0326 6417252",352.00,"SC259 ","FR","829050142608217","3088560000001166","JCB","0116","4901",
"10636","Michael Mcintyre    ","3265 Mattson Street",,,"Castelnuovo Belbo","AT","IT","14043","0000","Michael.R.Mcintyre@spambob.com","0332 5639698",0.00,"WE349 ","ES","8566799N","370000005751195","American Express","0911","9508",
"10638","Clinton Cabrera     ","3768 Villa Drive",,,"Castelverde Di Lunghezza","RM","IT","00010","0000","Clinton.N.Cabrera@spambob.com","0348 1590910",6101.00,"NE172 ","ES","6277187G","370000008151427","American Express","1213","2241",
"10639","Anna Golden         ","911 Rebecca Street",,,"Castiglione","LE","IT","73030","0000","Anna.R.Golden@dodgeit.com","0364 6763428",5231.00,"NE307 ","FR","730092B02504001","6011360000000937","Discover","0109","4352",
"10640","Clinton Read        ","2684 Ottis Street",,,"Castiglione Di Sicilia","CT","IT","95012","0000","Clinton.B.Read@dodgeit.com","0348 4196180",568.30,"WE157 ","U.S.","023868031","6011070000000940","Discover","0413","711",
"10641","Latosha Lynch       ","227 Glory Road",,,"Castiglione D'Intelvi","CO","IT","22023","0000","Latosha.G.Lynch@dodgeit.com","0349 8749019",1782.03,"SW211 ","CA","322397985","370000015049457","American Express","0211","4027",
"10642","Peter Han           ","3615 Calico Drive",,,"Castiglione Torinese","TO","IT","10090","0000","Peter.F.Han@dodgeit.com","0383 3685768",568.30,"SE268 ","IT","XROXFF10E12B720A","4111550000001273","VISA","1017","4428",
"10643","Antonio Campbell    ","1300 Maloy Court",,,"Casto","BS","IT","25070","0000","Antonio.S.Campbell@mailinator.com","0356 1898232",568.30,"SC325 ","UK","AH108481C","370000011128396","American Express","0708","851",
"10644","Robert Brown        ","1501 Honeysuckle Lane",,,"Castro-Urdiales",,"ES","39700","0000","Robert.M.Brown@dodgeit.com","91-102-2206",568.30,"SC388 ","FR","214068519703294","370000043475617","American Express","0912","5348",
"10645","Adam Blakeney       ","1139 Nickel Road",,,"Catanzaro Sala","CZ","IT","88100","0000","Adam.T.Blakeney@trashymail.com","0349 5961114",52.00,"SC391 ","U.S.","022868217","3088840000001188","JCB","0814","6107",
"10646","Alvin Dupuis        ","4280 Circle Drive",,,"Cattinara","TS","IT","34149","0000","Alvin.M.Dupuis@dodgeit.com","0313 3428492",568.30,"SE397 ","CA","018220566","6011000214193660","Discover","0415","6768",
"10647","Latasha Allen       ","925 B Street",,,"Cava De' Tirreni","SA","IT","84013","0000","Latasha.J.Allen@mailinator.com","0372 7821297",120.00,"WE223 ","UK","OE029362D","30000002791048","Diners Club","0316","1043",
"10648","Jacqueline Wilkins  ","3207 Neville Street",,,"Cavallermaggiore","CN","IT","12030","0000","Jacqueline.E.Wilkins@spambob.com","0311 9829318",2550.00,"SE334 ","IT","SCLIOA36C61E914S","3088640000001190","JCB","0415","3010",
"10649","Wendi Kovach        ","1775 Earnhardt Drive",,,"Cavallino","LE","IT","73020","0000","Wendi.J.Kovach@mailinator.com","0373 0603012",505.00,"SC256 ","ES","4237688F","3088850000001203","JCB","1017","6302",
"10650","Bess Amaya          ","3899 Webster Street",,,"Cavan","NSW","AU","2582","0000","Bess.C.Amaya@pookmail.com","(02) 4039 4067",2550.00,"NE109 ","FR","832126262610968","4111850000001285","VISA","0408","5729",
"10578","Barbra Loveless     ","3365 Michael Street",,,"Carbondale","IL","US","62901","0000","Barbra.K.Loveless@spambob.com","919-787-7455",486.00,"SC124 ","IT","GUICQX98T25C004Z","6011490000000833","Discover","0712","3653",
"10652","Lynn Johnson        ","1517 Bridge Avenue",,,"Caviola","BL","IT","32020","0000","Lynn.P.Johnson@dodgeit.com","0321 4611133",853.30,"NC163 ","ES","5871273V","30000002617581","Diners Club","0709","4126",
"10653","Loren Mitchell      ","1762 Little Street",,,"Cayenne",,"FR","97300","0000","Loren.J.Mitchell@mailinator.com","01.07.95.30.80",9095.04,"NC160 ","ES","X2730653R","4111260000001303","VISA","0411","6854",
"10654","Charles Clark       ","1654 Platinum Drive",,,"Cazenovia","NY","US","13035","0000","Charles.S.Clark@trashymail.com","863-676-7083",5231.00,"SW148 ","ES","8882597C","30000005427012","Diners Club","0412","4953",
"10655","Ronald Singleton    ","3711 Steele Street",,,"Cazzago Brabbia","VA","IT","21020","0000","Ronald.J.Singleton@dodgeit.com","0384 6883506",0.00,"SE139 ","IT","POAJRT66A18A477Z","370000070560414","American Express","0116","6890",
"10656","Stephen Harris      ","1636 Massachusetts Avenue",,,"Cazzano Sant'Andrea","BG","IT","24024","0000","Stephen.G.Harris@trashymail.com","0355 3849189",486.00,"WE157 ","IT","BEUZOA80P64F394T","3088820000001222","JCB","0615","4952",
"10657","Beverly Gamble      ","2872 Adams Drive",,,"Cecilton","MD","US","21913","0000","Beverly.J.Gamble@dodgeit.com","208-798-4677",354.00,"WE151 ","U.S.","023867833","30000000701619","Diners Club","0609","8245",
"10659","Nga Arruda          ","2785 Chandler Hollow Road",,,"Cedar Rapids","IA","US","52401","0000","Nga.J.Arruda@trashymail.com","203-844-2572",1820.08,"NW376 ","ES","1259654J","6011560000000957","Discover","1116","5395",
"10660","Clara Villarreal    ","1957 Nixon Avenue",,,"Celedizzo","TN","IT","38024","0000","Clara.F.Villarreal@spambob.com","0335 0884226",290.48,"WE154 ","IT","YPRYYY21S64F568N","3088850000001237","JCB","0609","9036",
"10661","Ruth Canales        ","1074 Fort Street",,,"Cellara","CS","IT","87050","0000","Ruth.J.Canales@dodgeit.com","0322 4521364",1782.03,"WE286 ","ES","2052056L","30000002015299","Diners Club","0913","1135",
"10662","Glenn Hughes        ","2734 Lowland Drive",,,"Cellino San Marco","BR","IT","72020","0000","Glenn.A.Hughes@spambob.com","0393 0806225",863.90,"NC358 ","IT","XOUZNC70M08Z324R","6011710000000966","Discover","1113","3131",
"10664","Pamela Beaver       ","1770 Hillcrest Avenue",,,"Cellorigo",,"ES","26212","0000","Pamela.M.Beaver@spambob.com","91-102-2417",120.00,"SC256 ","FR","134113300433623","4111650000001321","VISA","0310","2601",
"10666","Nancy Mills         ","2672 Beechwood Drive",,,"Cement Mills","QLD","AU","4352","0000","Nancy.B.Mills@dodgeit.com","(03) 9034 8246",6101.00,"NW187 ","FR","173086510262780","30000003788027","Diners Club","0213","8129",
"10669","Sandra Felix        ","2551 Airplane Avenue",,,"Centennial","CO","US","80112","0000","Sandra.A.Felix@mailinator.com","352-224-8028",123.00,"SE271 ","UK","PG877087","4111570000001339","VISA","0817","3598",
"10670","Christine Moulton   ","4593 Baker Avenue",,,"Centerville","IA","US","52544","0000","Christine.W.Moulton@trashymail.com","209-755-8464",579.00,"NC166 ","ES","6687593K","30000005397074","Diners Club","0217","6623",
"10673","Samantha Gilden     ","4540 Custer Street",,,"Cercola","NA","IT","80040","0000","Samantha.J.Gilden@spambob.com","0348 4825699",1284.00,"SW343 ","U.S.","022868126","4111270000001351","VISA","1014","5418",
