CUST_ID,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESREP_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV,DRIVER_LICENSE
10271,Therese Pickering   ,893 Ferry Street,,,Belfield,ND,US,58622,0,Therese.B.Pickering@spambob.com,707-565-9536,673,NC427 ,FR,2.15036E+14,3.7E+14,American Express,412,2399,
10272,Catherine Walker    ,3721 Bates Brothers Road,,,Bellellen,VIC,AU,3380,0,Catherine.T.Walker@dodgeit.com,(08) 8224 9567,673,SE337 ,CA,257624551,6.01198E+15,Discover,515,4185,
10202,Veronica Owens      ,3455 Kennedy Court,,,Averill Park,NY,US,12018,0,Veronica.D.Owens@spambob.com,970-931-2841,5231,WE415 ,U.S.,430590002,3.088E+15,JCB,111,8209,
10274,Karen Daggett       ,4992 Coleman Avenue,,,Belleville,WI,US,53508,0,Karen.J.Daggett@pookmail.com,512-779-1097,9095.04,NC364 ,CA,478236698,3.08856E+15,JCB,908,1385,
10275,Robert Ojeda        ,546 Lakewood Drive,,,Belleville,IL,US,62220,0,Robert.M.Ojeda@mailinator.com,503-705-8957,6000.28,NC361 ,FR,2.29013E+14,3.08865E+15,JCB,613,7803,
10276,Jennifer Aldridge   ,1277 Sussex Court,,,Belleville,MO,US,62220,0,Jennifer.J.Aldridge@dodgeit.com,304-579-1822,5320.86,SW274 ,FR,1.62126E+14,4.11175E+15,VISA,1116,4893,
10277,Raul Wood           ,1771 Bird Street,,,Bellevue,OH,US,44811,0,Raul.D.Wood@dodgeit.com,713-905-9016,673,NE373 ,ES,0382590P,3.7E+14,American Express,811,8580,
10278,Margaret Ramirez    ,972 Blackwell Street,,,Bellevue,WA,US,98004,0,Margaret.B.Ramirez@pookmail.com,832-886-9298,5869.4,SW277 ,CA,488009333,3E+13,Diners Club,1217,8136,
10280,Jared Hartley       ,3457 Fort Street,,,Bellona,CE,IT,81041,0,Jared.A.Hartley@mailinator.com,0362 3019243,486,SC259 ,CA,593331424,3.08897E+15,JCB,209,7596,
10281,Nathan Thomas       ,1687 Bates Brothers Road,,,BELLSIDE,,UK,ML1 9YN,0,Nathan.A.Thomas@spambob.com,078 3379 2138,6101,SW409 ,FR,8.68059E+14,3.08883E+15,JCB,914,3388,
10282,Stacy Morris        ,2433 Ottis Street,,,Beltsville,VA,US,20705,0,Stacy.D.Morris@dodgeit.com,478-287-8584,904.86,NW247 ,U.S.,22868024,3.08861E+15,JCB,709,930,
10283,Thomas Farris       ,54 Kelly Drive,,,Beltsville,MD,US,20705,0,Thomas.S.Farris@spambob.com,616-788-0599,90.3,SE337 ,CA,751454315,3E+13,Diners Club,114,758,
10284,Nancy Washington    ,540 Wildrose Lane,,,Beltsville,VA,US,20705,0,Nancy.D.Washington@spambob.com,662-467-7939,0,WE421 ,FR,8.18035E+14,3.08878E+15,JCB,1214,7127,
10285,Pedro Louder        ,3583 Watson Street,,,Beltsville,MD,US,20705,0,Pedro.M.Louder@pookmail.com,218-354-6129,6000.28,WE289 ,CA,596802546,4.11162E+15,VISA,811,998,
10286,Marcy Stahl         ,2875 Fowler Avenue,,,Beltsville,MD,US,20705,0,Marcy.J.Stahl@mailinator.com,908-547-7686,0,SC199 ,UK,BK302447D,3E+13,Diners Club,715,6565,
10287,Joseph Shafer       ,15 Lords Way,,,Beltsville,MD,US,20705,0,Joseph.J.Shafer@trashymail.com,212-833-9423,52,SE337 ,U.S.,577430003,3.088E+15,JCB,510,6360,
10288,Larry Ranieri       ,181 Morris Street,,,Belvedere,VI,IT,36056,0,Larry.R.Ranieri@trashymail.com,0394 9257868,354,WE349 ,IT,SLUAIE13D69A929N,3E+13,Diners Club,517,3265,
10289,Audrey Pyle         ,200 Braxton Street,,,Benasque,,ES,22440,0,Audrey.T.Pyle@mailinator.com,91-102-2560,298.83,SC256 ,CA,375721271,3.7E+14,American Express,412,9785,
10290,Calvin Yarbrough    ,3871 Lonely Oak Drive,,,Benasque,,ES,22440,0,Calvin.A.Yarbrough@dodgeit.com,91-102-6551,863.9,SE397 ,CA,912521259,6.01109E+15,Discover,910,8382,
10291,Hoyt Ramos          ,354 Northwest Boulevard,,,Bend,OR,US,97701,0,Hoyt.C.Ramos@dodgeit.com,215-438-4845,568.3,WE151 ,IT,TTVLTC38H61B853K,5.5002E+15,Master Card,909,4715,
10292,Robt Lopez          ,39 Cedar Lane,,,Benedello,MO,IT,41026,0,Robt.R.Lopez@pookmail.com,0354 1030783,904.86,WE151 ,FR,2.87034E+14,6.01151E+15,Discover,412,7080,
10294,Kenneth Bauer       ,4701 Aviation Way,,,Bennettville,MN,US,56441,0,Kenneth.D.Bauer@dodgeit.com,503-675-0064,5869.4,SW148 ,ES,7174686C,6.01185E+15,Discover,713,2552,
10295,Jodi Stanley        ,4039 Kelley Road,,,Bensalem,PA,US,19020,0,Jodi.B.Stanley@spambob.com,262-385-8894,304,NE373 ,CA,904601168,3.08823E+15,JCB,415,34,
10296,Tiny Shanklin       ,4216 Maxwell Farm Road,,,Bensenville,IL,US,60106,0,Tiny.M.Shanklin@pookmail.com,541-890-1592,9095.04,SW142 ,FR,2.63028E+14,6.01103E+15,Discover,910,1309,
10297,Jose Black          ,3846 Orphan Road,,,Benton Ridge,OH,US,45816,0,Jose.E.Black@spambob.com,304-286-2004,290.48,NC232 ,FR,7.78111E+14,4.11144E+15,VISA,317,2159,
10298,Chandra Butler      ,3954 Marietta Street,,,Benz,,DE,18574,0,Chandra.B.Butler@trashymail.com,08841 89 95 67,90.3,NW244 ,FR,8.33068E+14,3.088E+15,JCB,616,7544,
10366,Benjamin Stapleton  ,615 Hide A Way Road,,,Bolivia,NSW,AU,2372,0,Benjamin.N.Stapleton@spambob.com,(03) 5317 8457,505,WE415 ,CA,486115165,4.11165E+15,VISA,115,487,
10299,Betty Grimes        ,2078 Plainfield Avenue,,,Berchtesgaden,,DE,83471,0,Betty.D.Grimes@mailinator.com,08091 13 31 66,180.3,SW217 ,CA,777215385,3E+13,Diners Club,115,2474,
10300,Elizabeth Roberts   ,784 Ethels Lane,,,Berchules,,ES,18451,0,Elizabeth.B.Roberts@pookmail.com,91-271-2753,863.9,SC199 ,IT,OUAIEI78E24H336E,3.08848E+15,JCB,1108,9228,
10301,Mitchell Holt       ,1582 Geneva Street,,,Bergerac,,FR,24100,0,Mitchell.L.Holt@dodgeit.com,04.69.25.12.81,120,NE235 ,IT,MOIIAX86M05F193E,4.11173E+15,VISA,113,5488,
10302,Florence Mcdonald   ,4874 Bloomfield Way,,,Bergotto,PR,IT,43042,0,Florence.J.Mcdonald@pookmail.com,0336 4353915,486,SE403 ,UK,ES855364D,4.11181E+15,VISA,310,8129,
10303,Tony Brooks         ,2134 Watson Lane,,,Bergotto,PR,IT,43042,0,Tony.D.Brooks@mailinator.com,0357 7464003,863.9,SW277 ,CA,935314484,3.7E+14,American Express,108,999,
10304,Paul Thompson       ,299 Blue Spruce Lane,,,BERKELEY,,UK,GL13 4LH,0,Paul.K.Thompson@mailinator.com,070 3706 4385,853.3,NC100 ,FR,1.78045E+14,3E+13,Diners Club,911,1527,
10305,Colleen Lincoln     ,1185 Burton Avenue,,,Berrybank,VIC,AU,3323,0,Colleen.J.Lincoln@spambob.com,(08) 9095 9395,0,NC292 ,UK,EK477634D,4.11138E+15,VISA,1117,8245,
10306,Ron Mcneill         ,1928 Pretty View Lane,,,Bersone,TN,IT,38085,0,Ron.A.Mcneill@pookmail.com,0346 2210427,5231,SW343 ,U.S.,665120001,3E+13,Diners Club,109,208,
10307,Michael Reed        ,4592 Poplar Lane,,,Besnate,VA,IT,21010,0,Michael.K.Reed@trashymail.com,0399 7420631,5000.9,SE334 ,FR,2.83071E+14,6.011E+15,Discover,1110,9558,
10308,Rod Jordan          ,2436 Timbercrest Road,,,Beswick,NT,AU,852,0,Rod.J.Jordan@trashymail.com,(03) 5316 8440,3780.51,SC322 ,FR,8.15109E+14,4.11195E+15,VISA,809,7642,
10309,Candie Cervantes    ,3233 Jessie Street,,,Bethlehem,PA,US,18018,0,Candie.R.Cervantes@mailinator.com,606-842-5770,152,NC160 ,UK,RM256354B,3.7E+14,American Express,417,8060,
10409,James Brickey       ,4082 Seth Street,,,Bowling Green,KY,US,42101,0,James.T.Brickey@mailinator.com,570-552-8170,568.3,SW280 ,U.S.,177820001,6.01194E+15,Discover,1008,4773,
13229,理衣              ,北田園,３丁目１番１号,,福生市,東京都,JP,1970005,0,rie.9.imazu@popj.com,044-223-6541,486,SE208 ,UK,BL530326C,6.01147E+15,Discover,917,1346,
10310,Anna Johnson        ,4224 New Creek Road,,,Beverly,MA,US,1915,0,Anna.F.Johnson@mailinator.com,217-661-9021,0,NE172 ,IT,YXNRAA69H69I431R,4.11168E+15,VISA,1215,6289,
10311,Rosemary Herbert    ,3591 Nutters Barn Lane,,,Beverly Hills,CA,US,90210,0,Rosemary.J.Herbert@pookmail.com,814-393-3387,90.3,SC388 ,U.S.,22868377,3.7E+14,American Express,1017,7695,
10312,William Tennant     ,2780 Stoney Lane,,,Bexley,NSW,AU,2207,0,William.L.Tennant@mailinator.com,(03) 8655 6717,2550,SW346 ,IT,VRGJKJ65A47L187K,6.01131E+15,Discover,310,1128,
10313,William Arriola     ,2945 Oak Way,,,Bezons,,FR,95870,0,William.S.Arriola@pookmail.com,01.11.17.55.54,298.83,SC127 ,IT,AEOUEE04L54G410L,4.11142E+15,VISA,310,1135,
10314,Nancy Henry         ,4748 Hoffman Avenue,,,BIALLAID,,UK,PH20 8UA,0,Nancy.J.Henry@spambob.com,070 8816 0202,2550,RP319 ,UK,TP189196C,3.7E+14,American Express,616,3958,
10315,Judy Larkin         ,2659 Werninger Street,,,Biancade,TV,IT,31056,0,Judy.B.Larkin@pookmail.com,0344 8952963,352,NW247 ,FR,1.15092E+14,3E+13,Diners Club,1216,1219,
10316,Yolanda Haynie      ,1086 Willow Greene Drive,,,Biancavilla,CT,IT,95033,0,Yolanda.J.Haynie@mailinator.com,0386 9296878,5000.9,NE304 ,FR,1.90038E+14,6.01163E+15,Discover,1210,3354,
10317,Joe Horsley         ,4435 Garfield Road,,,Bianconese,PR,IT,43010,0,Joe.B.Horsley@spambob.com,0378 5276291,3780.51,NE370 ,IT,GKVSUI59H60C619G,3.7E+14,American Express,216,8031,
10318,John Benavidez      ,1964 Rardin Drive,,,Biarritz,,FR,64200,0,John.D.Benavidez@mailinator.com,01.24.06.10.10,152,NW118 ,FR,1.63128E+14,3.7E+14,American Express,814,3354,
10319,Judy Hopping        ,2805 Davis Avenue,,,Biarritz,,FR,64200,0,Judy.G.Hopping@pookmail.com,01.83.63.72.29,5320.86,NW313 ,FR,7.0209E+14,5.50033E+15,Master Card,617,2405,
10320,Milton Guess        ,4226 Burwell Heights Road,,,Bibbenluke,NSW,AU,2632,0,Milton.R.Guess@pookmail.com,(03) 9593 1705,0,SW214 ,ES,5921365S,3.08866E+15,JCB,712,9066,
10321,Harry Benjamin      ,2936 Clark Street,,,Bibbona,LI,IT,57020,0,Harry.E.Benjamin@pookmail.com,0341 0829051,863.9,NW313 ,IT,CIENMX27R54C836T,6.01131E+15,Discover,612,4873,
10322,Bruce Simmons       ,558 Cooks Mine Road,,,Bibbona,LI,IT,57020,0,Bruce.R.Simmons@spambob.com,0368 0418963,492,NC295 ,IT,WUUKFA53D63L182L,3.7E+14,American Express,810,2133,
10323,Joseph Rogers       ,2027 Harley Brook Lane,,,Biebrich,,DE,56370,0,Joseph.S.Rogers@mailinator.com,0201 25 24 10,298.83,RP385 ,ES,7500577R,3E+13,Diners Club,115,5678,
10324,Shirley Mccormick   ,1214 Irish Lane,,,Big Canyon,TX,US,79848,0,Shirley.W.Mccormick@trashymail.com,770-364-1002,9095.04,NC361 ,ES,4302408M,3.08864E+15,JCB,509,7643,
10325,Robert Palacios     ,1422 Happy Hollow Road,,,Bigga,NSW,AU,2583,0,Robert.B.Palacios@pookmail.com,(03) 5353 1616,1820.08,NC169 ,CA,88583091,3.08881E+15,JCB,611,1316,
10326,Joseph Smith        ,2150 Barfield Lane,,,BILLINGHAM,,UK,TS23 1OD,0,Joseph.H.Smith@pookmail.com,070 6084 5212,1782.03,NE175 ,IT,MUOUUU01P66I411T,6.01153E+15,Discover,113,5091,
10327,James Sales         ,3904 Capitol Avenue,,,Billings,MT,US,59102,0,James.K.Sales@trashymail.com,864-527-3838,492,NC232 ,FR,2.50113E+14,4.11119E+15,VISA,311,2005,
10328,Rebecca Chrisman    ,1775 Elk City Road,,,Biloxi,MS,US,39531,0,Rebecca.D.Chrisman@dodgeit.com,716-934-4296,6000.28,WE151 ,UK,JA324599,3E+13,Diners Club,1111,7608,
10329,Arthur Daigle       ,4056 Bird Spring Lane,,,Biloxi,MS,US,39531,0,Arthur.P.Daigle@dodgeit.com,520-690-6048,18735.7,NW115 ,FR,2.33043E+14,3.7E+14,American Express,1017,6307,
10330,Mary Barrett        ,1360 Timber Ridge Road,,,Binghamton,NY,US,13901,0,Mary.R.Barrett@mailinator.com,850-299-8233,0,SE337 ,IT,GDEMHM35M16E852R,6.01184E+15,Discover,213,3168,
10331,Charles Pickett     ,928 Adonais Way,,,Birch Creek,AK,US,99740,0,Charles.F.Pickett@spambob.com,402-856-9229,18735.7,SE133 ,ES,4900352H,6.0112E+15,Discover,716,9671,
10332,Jessica Clement     ,4161 Winifred Way,,,Bircolovo,NU,IT,8020,0,Jessica.B.Clement@mailinator.com,0365 7189452,5231,SE397 ,IT,LTOMHR83T43A567H,4.11169E+15,VISA,911,7016,
10525,Lydia Werner        ,3091 Ryan Road,,,Cambridge,MA,US,2141,0,Lydia.F.Werner@mailinator.com,310-451-7246,352,SW340 ,ES,2761612W,4.11126E+15,VISA,117,4773,
10333,Charles Jakes       ,2812 Hedge Street,,,Birganbigil,NSW,AU,2710,0,Charles.E.Jakes@trashymail.com,(03) 5343 2307,486,WE418 ,UK,TP890358C,3.7E+14,American Express,517,3088,
10334,Joshua Hepburn      ,4352 Snider Street,,,Birkenhead,SA,AU,5015,0,Joshua.S.Hepburn@pookmail.com,(07) 5305 5109,52,NC427 ,FR,1.95057E+14,4.1111E+15,VISA,815,2676,
10335,Margaret Shelton    ,1034 Briarwood Drive,,,Birmingham,AL,US,35222,0,Margaret.T.Shelton@pookmail.com,860-435-8672,853.3,WE283 ,CA,944146232,6.01171E+15,Discover,708,7544,
10337,Julie Thomas        ,3926 Scenicview Drive,,,Birmingham,MI,US,48011,0,Julie.S.Thomas@dodgeit.com,262-245-8390,2550,SC130 ,ES,X9436050R,3E+13,Diners Club,1014,7655,
10273,Gary Bell           ,3565 Tenmile,,,Bellerose,NY,US,11426,0,Gary.M.Bell@trashymail.com,917-576-8372,904.86,SW214 ,CA,774208698,4.11134E+15,VISA,1011,3336,
10339,Rebecca Uresti      ,4333 Morningview Lane,,,Birmingham,AL,US,35203,0,Rebecca.C.Uresti@trashymail.com,903-497-8623,1782.03,RP121 ,UK,YR565337D,4.11111E+15,VISA,1112,9318,
10340,Christopher Baker   ,838 Jacobs Street,,,Birtinya,QLD,AU,4575,0,Christopher.J.Baker@pookmail.com,(07) 4598 8464,568.3,SW277 ,FR,8.46018E+14,6.01165E+15,Discover,1015,916,
10341,Alona Schill        ,765 Johnny Lane,,,Bistrigna,GO,IT,34079,0,Alona.S.Schill@trashymail.com,0322 3829834,6000.28,SE400 ,FR,8.23012E+14,3.08843E+15,JCB,808,6171,
10343,Emma Perez          ,1199 Lightning Point Drive,,,Black Hawk,SD,US,57718,0,Emma.V.Perez@spambob.com,612-990-4487,6000.28,SE268 ,FR,1.59129E+14,3.7E+14,American Express,714,5568,
10344,Lisa Brown          ,2608 Summit Park Avenue,,,Black Lake,SK,CA,S0J 0H0,0,Lisa.J.Brown@spambob.com,819-818-8237,6000.28,SC130 ,IT,DTOVLY79S16C070V,4.1111E+15,VISA,812,6684,
10345,Joshua Rolon        ,2228 Kyle Street,,,Blackwood,NJ,US,8012,0,Joshua.J.Rolon@spambob.com,405-307-2210,18735.7,WE286 ,FR,7.99091E+14,3.08886E+15,JCB,109,2517,
10346,Norman Kinney       ,2143 Jarvisville Road,,,Blaine,MN,US,55414,0,Norman.E.Kinney@dodgeit.com,213-389-3659,298.83,SE208 ,U.S.,251990001,3.08845E+15,JCB,1208,5622,
10347,Reynaldo Myers      ,3923 Black Stallion Road,,,Blaxland East,NSW,AU,2774,0,Reynaldo.J.Myers@pookmail.com,(02) 6753 9404,492,SW346 ,FR,8.14115E+14,3.7E+14,American Express,213,9101,
10348,Ryan Culpepper      ,1203 Rosewood Court,,,Blooming Grove,NY,US,10914,0,Ryan.M.Culpepper@spambob.com,225-356-8255,486,NC298 ,FR,133092B05701097,3.08854E+15,JCB,911,3910,
10349,Jimmie Mcreynolds   ,4218 Marcus Street,,,Bloomington,IN,US,47408,0,Jimmie.S.Mcreynolds@trashymail.com,434-760-2947,5231,NC364 ,U.S.,22868244,3.7E+14,American Express,110,3554,
10350,Crystal Hampton     ,988 Scenicview Drive,,,Bloomington,TX,US,77951,0,Crystal.J.Hampton@spambob.com,360-222-5773,505,NW112 ,CA,625886387,4.11183E+15,VISA,609,3587,
10351,Jennifer Becker     ,4374 Lindale Avenue,,,Bloomington,IL,US,61701,0,Jennifer.D.Becker@spambob.com,803-223-5484,120,SE337 ,FR,1.69121E+14,3.08843E+15,JCB,609,3088,
10353,Joel Kraus          ,551 Southside Lane,,,Bloomsburg,PA,US,17815,0,Joel.C.Kraus@pookmail.com,251-245-1479,2550,SW277 ,ES,3561782W,4.1111E+15,VISA,917,6812,
10354,Shirley Barth       ,4567 North Street,,,Blue Ash,OH,US,45242,0,Shirley.R.Barth@mailinator.com,936-891-0398,9095.04,WE352 ,IT,EXXHVI79L25L019F,6.01153E+15,Discover,1016,3583,
10356,Daniel Brandon      ,1633 Northwest Boulevard,,,Bluffdale,TX,US,76433,0,Daniel.A.Brandon@mailinator.com,619-523-3737,90.3,SW340 ,ES,X3322391H,3E+13,Diners Club,810,3198,
10360,Johnny Strait       ,3759 Raoul Wallenberg Place,,,Bobtown,PA,US,15315,0,Johnny.E.Strait@spambob.com,703-724-0117,486,NC358 ,IT,WLVBKS44B08F119T,3E+13,Diners Club,1015,3768,
10361,Jacquelyn Strong    ,3529 Fairway Drive,,,Boca Raton,FL,US,33432,0,Jacquelyn.A.Strong@trashymail.com,619-527-8817,52,SE271 ,U.S.,23867996,3.7E+14,American Express,914,4481,
10362,Richard Thomas      ,4262 Oakridge Farm Lane,,,Boca Raton,FL,US,33432,0,Richard.S.Thomas@trashymail.com,334-409-8898,3780.51,SW412 ,IT,RKOYSN68A05E506R,3.08826E+15,JCB,310,3382,
10367,Sheena Woodbury     ,4340 Rockwell Lane,,,Bolognola,MC,IT,62035,0,Sheena.D.Woodbury@pookmail.com,0383 2526063,3780.51,NC364 ,UK,PK675286,3.08827E+15,JCB,309,8853,
10368,Herbert Black       ,3856 Rhode Island Avenue,,,Bolzaneto,GE,IT,16162,0,Herbert.A.Black@mailinator.com,0330 5453148,5000.9,SW274 ,U.S.,676120001,6.01108E+15,Discover,908,3510,
10369,Irene Kinkead       ,1648 John Calvin Drive,,,Bolzano,BZ,IT,39100,0,Irene.C.Kinkead@spambob.com,0365 9515359,290.48,SC262 ,IT,MNQWGL24L30D247B,4.11102E+15,VISA,810,1345,
10370,Jerry Cooper        ,4068 Beeghley Street,,,Bombile,RC,IT,89030,0,Jerry.M.Cooper@mailinator.com,0333 2230099,5231,NE109 ,U.S.,23867820,3E+13,Diners Club,311,2410,
10371,Ana Huerta          ,3373 Horizon Circle,,,Bon Wier,TX,US,75928,0,Ana.J.Huerta@spambob.com,302-392-1285,0,WE283 ,CA,90913336,4.11111E+15,VISA,710,6780,
10372,Jennifer Clark      ,1845 Mount Street,,,Bonaventure,QC,CA,G0C 1E0,0,Jennifer.B.Clark@pookmail.com,807-482-1764,6101,SW145 ,U.S.,765700003,3E+13,Diners Club,1211,8210,
10374,Carol Tyrrell       ,943 Archwood Avenue,,,Bonnells Bay,NSW,AU,2264,0,Carol.R.Tyrrell@pookmail.com,(02) 4961 6831,3780.51,SE208 ,IT,EOUMLU33T55B470F,3.08885E+15,JCB,609,1774,
10375,Myrtle Williams     ,2701 Capitol Avenue,,,Bookram,NSW,AU,2460,0,Myrtle.M.Williams@dodgeit.com,(08) 9486 0941,152,NE367 ,U.S.,22868028,3E+13,Diners Club,1213,3135,
10376,Rebecca Palmateer   ,1484 Kemper Lane,,,Boomey,NSW,AU,2866,0,Rebecca.T.Palmateer@trashymail.com,(03) 5380 8943,0,NC292 ,CA,726522451,3.08874E+15,JCB,1109,4180,
10378,Michelle Owen       ,4045 Nicholas Street,,,Booneville,MS,US,38829,0,Michelle.D.Owen@spambob.com,323-875-3306,486,SW346 ,FR,2.78047E+14,6.01109E+15,Discover,713,1541,
10379,Gary Sims           ,3580 Beeghley Street,,,Boorcan,VIC,AU,3265,0,Gary.C.Sims@trashymail.com,(02) 9795 7877,90.3,NC100 ,CA,981561483,3.08886E+15,JCB,1016,5556,
10380,Clare Johnson       ,467 Late Avenue,,,Boorhaman North,VIC,AU,3685,0,Clare.K.Johnson@trashymail.com,(02) 4006 4389,0,SC394 ,IT,WLITJF61A22L334V,3.7E+14,American Express,813,158,
10382,Rodolfo Malloy      ,783 Peck Street,,,Borallon,QLD,AU,4306,0,Rodolfo.M.Malloy@mailinator.com,(02) 4958 3909,5231,NE178 ,CA,77957256,3.08819E+15,JCB,1113,6027,
10383,Brent Howell        ,2825 Cambridge Drive,,,Borambil,NSW,AU,2329,0,Brent.P.Howell@spambob.com,(02) 6124 9043,904.86,SW274 ,ES,9447836B,4.11103E+15,VISA,412,2187,
10384,Felicia Gutierrez   ,4575 Locust Court,,,Bordeaux,,FR,33200,0,Felicia.J.Gutierrez@mailinator.com,01.94.46.65.21,1782.03,WE151 ,FR,8.06125E+14,4.11138E+15,VISA,1110,7791,
10386,Julius Hiller       ,2606 Queens Lane,,,Bordeaux,,FR,33200,0,Julius.E.Hiller@mailinator.com,01.64.17.72.67,5320.86,NE238 ,ES,9672088J,3.0884E+15,JCB,1110,4876,
10388,Thomas Martin       ,3183 Leroy Lane,,,Borgo Alla Collina,AR,IT,52010,0,Thomas.M.Martin@dodgeit.com,0315 5083866,6000.28,SW274 ,UK,ZS404532B,3.7E+14,American Express,417,3192,
10389,Richard Robinson    ,2223 Lincoln Street,,,Borgonuovo Di Piuro,SO,IT,23020,0,Richard.M.Robinson@spambob.com,0342 6029807,6000.28,NE103 ,ES,2846849R,3.08832E+15,JCB,613,5629,
10390,Emmanuel Fisher     ,1775 Parrill Court,,,Bosisio Parini,LC,IT,23842,0,Emmanuel.J.Fisher@spambob.com,0320 1673333,18735.7,WE349 ,FR,1.80065E+14,3.7E+14,American Express,1017,6032,
10394,David Herring       ,718 Green Acres Road,,,Boston,MA,US,2110,0,David.M.Herring@spambob.com,951-284-4552,120,SC130 ,IT,KMMMEU51C45E999I,3.08827E+15,JCB,714,4778,
10396,Donald Leibowitz    ,879 Douglas Dairy Road,,,Boston,MA,US,2109,0,Donald.J.Leibowitz@mailinator.com,717-983-6454,120,SW277 ,IT,RHPMTU26E60G804V,6.01191E+15,Discover,1109,2072,
10397,Lonnie Anderson     ,366 Bartlett Avenue,,,Boston,MA,US,2114,0,Lonnie.J.Anderson@mailinator.com,503-917-2862,673,NW382 ,CA,949629216,4.11124E+15,VISA,610,7684,
10398,Warren Stokes       ,4723 Pretty View Lane,,,Boston,MA,US,2110,0,Warren.S.Stokes@spambob.com,703-275-4836,863.9,WE286 ,CA,710020520,3.08887E+15,JCB,314,3135,
10399,Tim Alves           ,704 Logan Lane,,,Boston,MA,US,2114,0,Tim.P.Alves@dodgeit.com,775-243-7509,120,NW310 ,UK,MA873070C,4.11131E+15,VISA,616,4467,
10400,Scott Boles         ,2093 University Street,,,Boston,MA,US,2110,0,Scott.S.Boles@pookmail.com,951-377-6099,120,NW316 ,IT,DLPVLC75P46F569H,3E+13,Diners Club,1016,7379,
10401,Donald Myers        ,3243 New York Avenue,,,Bottidda,SS,IT,7010,0,Donald.B.Myers@dodgeit.com,0337 9966444,904.86,SE271 ,U.S.,147170002,3E+13,Diners Club,913,6937,
10402,Gail Blaze          ,1089 Pooz Street,,,Boulder Creek,QLD,AU,4714,0,Gail.H.Blaze@pookmail.com,(02) 9400 5660,1820.08,SW340 ,U.S.,580370001,3.7E+14,American Express,408,4801,
10404,John Stuart         ,53 Hazelwood Avenue,,,Bourg-en-bresse,,FR,1000,0,John.J.Stuart@dodgeit.com,01.30.41.61.49,0,NW118 ,ES,8684302P,4.1111E+15,VISA,410,7115,
10405,Jazmin Lyons        ,4221 Black Stallion Road,,,Bourg-en-bresse,,FR,1000,0,Jazmin.J.Lyons@trashymail.com,05.40.12.83.15,5869.4,NE307 ,U.S.,22868144,3E+13,Diners Club,1211,5693,
10406,Renee Mchaney       ,3271 Jenna Lane,,,Bourges,,FR,18000,0,Renee.D.Mchaney@trashymail.com,03.57.39.56.61,492,SW412 ,ES,7721665J,4.11198E+15,VISA,114,8983,
10407,Jackie Coulston     ,4971 Jarvisville Road,,,Bourges,,FR,18000,0,Jackie.L.Coulston@trashymail.com,04.56.34.94.22,486,SW274 ,IT,FUEHMW76L61F101X,4.11123E+15,VISA,611,4126,
10410,Tyler Oldfield      ,3062 Brookside Drive,,,Boxlund,,DE,24994,0,Tyler.M.Oldfield@pookmail.com,04166 01 60 89,568.3,NW379 ,UK,NE380112A,6.01154E+15,Discover,314,916,
10411,James Nicolas       ,3996 Concord Street,,,Boyatup,WA,AU,6450,0,James.L.Nicolas@spambob.com,(08) 8229 1824,568.3,SC196 ,IT,POOEAX72R42A953V,6.01193E+15,Discover,1009,1653,
10413,Janet Noe           ,4955 Alexander Drive,,,Boynton Beach,FL,US,33436,0,Janet.W.Noe@mailinator.com,312-205-0430,486,NC292 ,UK,CB439609C,5.50084E+15,Master Card,917,944,
10414,Dora Sipe           ,1248 Nelm Street,,,BRADENSTOKE,,UK,SN15 0VP,0,Dora.P.Sipe@dodgeit.com,079 3079 9069,904.86,SW211 ,IT,EAXQMV09P29G674G,3.7E+14,American Express,409,3554,
10415,Edward Conner       ,1159 West Side Avenue,,,Bradford,AR,US,72020,0,Edward.D.Conner@trashymail.com,435-826-5460,52,NC361 ,ES,X1352158B,3.08887E+15,JCB,1011,2821,
10416,Heidi Prater        ,1645 Calvin Street,,,Bradshaw,WV,US,24817,0,Heidi.B.Prater@dodgeit.com,541-588-6768,505,NW115 ,IT,QBMRIE93T66H538K,3.08895E+15,JCB,110,1656,
10417,Brenda Welch        ,4731 Rainbow Drive,,,Braintree,MA,US,2184,0,Brenda.M.Welch@dodgeit.com,313-486-3332,3780.51,NW376 ,IT,GEOCCJ29T70I447Q,5.50047E+15,Master Card,510,6625,
10419,William Messier     ,3792 Trails End Road,,,Brampton,ON,CA,L6W 1Z2,0,William.O.Messier@dodgeit.com,250-869-8029,486,NW115 ,IT,DIEUAI85L11F930I,3.7E+14,American Express,712,4777,
10420,Jeffry Thompson     ,4730 Willow Greene Drive,,,Brancaleone,RC,IT,89036,0,Jeffry.A.Thompson@dodgeit.com,0367 0686758,3780.51,SC388 ,UK,PM340894C,3.08835E+15,JCB,908,9502,
10421,David Paine         ,4140 Calico Drive,,,Branditt,VIC,AU,3630,0,David.B.Paine@spambob.com,(08) 8792 2595,2550,SC394 ,FR,8.79082E+14,3.7E+14,American Express,213,3893,
